"","id","duration","start_date","start_station_name","start_station_id","end_date","end_station_name","end_station_id","bike_id","subscription_type","zip_code"
"184",409979,63,2014-08-15 08:37:00,"Powell Street BART",39,2014-08-15 08:38:00,"Powell Street BART",39,609,"Customer",NA
"185",409345,62,2014-08-14 17:37:00,"Townsend at 7th",65,2014-08-14 17:38:00,"Townsend at 7th",65,554,"Subscriber",94133
"186",407303,85,2014-08-13 15:38:00,"2nd at Townsend",61,2014-08-13 15:39:00,"2nd at Townsend",61,489,"Subscriber",94002
"187",407302,84,2014-08-13 15:38:00,"2nd at Townsend",61,2014-08-13 15:39:00,"2nd at Townsend",61,403,"Subscriber",94002
"188",406512,69,2014-08-13 08:09:00,"San Salvador at 1st",8,2014-08-13 08:10:00,"San Salvador at 1st",8,80,"Customer",92025
"189",405485,85,2014-08-12 16:28:00,"Howard at 2nd",63,2014-08-12 16:29:00,"Howard at 2nd",63,349,"Subscriber",94618
"190",405130,174,2014-08-12 12:20:00,"Howard at 2nd",63,2014-08-12 12:23:00,"Howard at 2nd",63,300,"Subscriber",94105
"191",405126,122,2014-08-12 12:20:00,"Howard at 2nd",63,2014-08-12 12:22:00,"Howard at 2nd",63,309,"Subscriber",94105
"192",404833,103,2014-08-12 09:25:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-08-12 09:26:00,"San Francisco Caltrain 2 (330 Townsend)",69,629,"Subscriber",94404
"193",404794,117,2014-08-12 09:10:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-08-12 09:12:00,"San Francisco Caltrain (Townsend at 4th)",70,629,"Subscriber",94086
"194",404133,179,2014-08-11 20:48:00,"Spear at Folsom",49,2014-08-11 20:51:00,"Spear at Folsom",49,317,"Subscriber",94501
"195",403886,70,2014-08-11 18:14:00,"Davis at Jackson",42,2014-08-11 18:15:00,"Davis at Jackson",42,566,"Subscriber",95129
"196",403304,117,2014-08-11 14:56:00,"Embarcadero at Vallejo",48,2014-08-11 14:58:00,"Embarcadero at Vallejo",48,566,"Subscriber",94043
"197",403141,117,2014-08-11 12:00:00,"Embarcadero at Vallejo",48,2014-08-11 12:02:00,"Embarcadero at Vallejo",48,566,"Subscriber",94114
"198",402968,148,2014-08-11 09:41:00,"Broadway St at Battery St",82,2014-08-11 09:44:00,"Broadway St at Battery St",82,532,"Subscriber",94133
"199",402714,71,2014-08-11 08:36:00,"Market at 10th",67,2014-08-11 08:37:00,"Market at 10th",67,477,"Subscriber",94131
"200",402529,61,2014-08-11 07:43:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-08-11 07:44:00,"San Francisco Caltrain (Townsend at 4th)",70,311,"Subscriber",94025
"201",402193,176,2014-08-10 18:21:00,"Grant Avenue at Columbus Avenue",73,2014-08-10 18:24:00,"Grant Avenue at Columbus Avenue",73,623,"Customer",7076
"202",402148,144,2014-08-10 17:15:00,"Civic Center BART (7th at Market)",72,2014-08-10 17:17:00,"Civic Center BART (7th at Market)",72,529,"Customer",21409
"203",401877,83,2014-08-10 12:49:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,2014-08-10 12:50:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,320,"Customer",NA
"204",401640,69,2014-08-09 18:41:00,"Grant Avenue at Columbus Avenue",73,2014-08-09 18:42:00,"Grant Avenue at Columbus Avenue",73,429,"Customer",NA
"205",401561,95,2014-08-09 16:37:00,"Commercial at Montgomery",45,2014-08-09 16:39:00,"Commercial at Montgomery",45,495,"Customer",NA
"206",401470,120,2014-08-09 14:49:00,"SJSU 4th at San Carlos",12,2014-08-09 14:51:00,"SJSU 4th at San Carlos",12,132,"Customer",NA
"207",401302,124,2014-08-09 10:41:00,"Grant Avenue at Columbus Avenue",73,2014-08-09 10:43:00,"Grant Avenue at Columbus Avenue",73,477,"Subscriber",94133
"208",401293,128,2014-08-09 10:35:00,"Commercial at Montgomery",45,2014-08-09 10:37:00,"Commercial at Montgomery",45,564,"Subscriber",94133
"209",401171,71,2014-08-08 23:01:00,"Embarcadero at Bryant",54,2014-08-08 23:02:00,"Embarcadero at Bryant",54,620,"Subscriber",94105
"210",401167,99,2014-08-08 22:28:00,"San Salvador at 1st",8,2014-08-08 22:29:00,"San Salvador at 1st",8,11,"Subscriber",95112
"211",400943,73,2014-08-08 18:18:00,"Broadway St at Battery St",82,2014-08-08 18:19:00,"Broadway St at Battery St",82,546,"Subscriber",94107
"212",400902,66,2014-08-08 18:06:00,"Market at Sansome",77,2014-08-08 18:07:00,"Market at Sansome",77,67,"Subscriber",94402
"213",400122,107,2014-08-08 10:30:00,"Powell Street BART",39,2014-08-08 10:31:00,"Powell Street BART",39,622,"Subscriber",94103
"214",399593,153,2014-08-08 05:43:00,"Grant Avenue at Columbus Avenue",73,2014-08-08 05:46:00,"Grant Avenue at Columbus Avenue",73,383,"Subscriber",94133
"215",399551,83,2014-08-07 21:56:00,"Howard at 2nd",63,2014-08-07 21:57:00,"Howard at 2nd",63,488,"Customer",NA
"216",399515,88,2014-08-07 20:50:00,"Market at 4th",76,2014-08-07 20:52:00,"Market at 4th",76,411,"Subscriber",94158
"217",399150,76,2014-08-07 17:37:00,"Washington at Kearny",46,2014-08-07 17:38:00,"Washington at Kearny",46,610,"Subscriber",94115
"218",398598,112,2014-08-07 12:38:00,"Powell at Post (Union Square)",71,2014-08-07 12:40:00,"Powell at Post (Union Square)",71,491,"Customer",94108
"219",398360,93,2014-08-07 10:03:00,"Grant Avenue at Columbus Avenue",73,2014-08-07 10:05:00,"Grant Avenue at Columbus Avenue",73,387,"Subscriber",94104
"220",398084,90,2014-08-07 08:44:00,"Civic Center BART (7th at Market)",72,2014-08-07 08:45:00,"Civic Center BART (7th at Market)",72,410,"Customer",80129
"221",397931,85,2014-08-07 07:55:00,"Washington at Kearny",46,2014-08-07 07:57:00,"Washington at Kearny",46,610,"Subscriber",94133
"222",396985,71,2014-08-06 16:09:00,"Temporary Transbay Terminal (Howard at Beale)",55,2014-08-06 16:10:00,"Temporary Transbay Terminal (Howard at Beale)",55,594,"Subscriber",94121
"223",396749,72,2014-08-06 12:37:00,"Golden Gate at Polk",59,2014-08-06 12:38:00,"Golden Gate at Polk",59,568,"Subscriber",94103
"224",395646,63,2014-08-05 19:16:00,"Townsend at 7th",65,2014-08-05 19:17:00,"Townsend at 7th",65,69,"Subscriber",94066
"225",395535,128,2014-08-05 18:36:00,"San Jose City Hall",10,2014-08-05 18:38:00,"San Jose City Hall",10,658,"Subscriber",94041
"226",395071,76,2014-08-05 16:00:00,"2nd at Townsend",61,2014-08-05 16:01:00,"2nd at Townsend",61,422,"Customer",11365
"227",395068,72,2014-08-05 15:58:00,"2nd at Townsend",61,2014-08-05 16:00:00,"2nd at Townsend",61,421,"Customer",11365
"228",395053,117,2014-08-05 15:50:00,"2nd at Townsend",61,2014-08-05 15:52:00,"2nd at Townsend",61,422,"Customer",11365
"229",395037,144,2014-08-05 15:44:00,"Davis at Jackson",42,2014-08-05 15:46:00,"Davis at Jackson",42,455,"Subscriber",95125
"230",395023,100,2014-08-05 15:39:00,"2nd at Townsend",61,2014-08-05 15:41:00,"2nd at Townsend",61,421,"Customer",11365
"231",394843,123,2014-08-05 12:49:00,"Commercial at Montgomery",45,2014-08-05 12:51:00,"Commercial at Montgomery",45,420,"Subscriber",94107
"232",393905,86,2014-08-04 20:06:00,"Market at 4th",76,2014-08-04 20:07:00,"Market at 4th",76,452,"Subscriber",94107
"233",393524,112,2014-08-04 17:30:00,"Steuart at Market",74,2014-08-04 17:32:00,"Steuart at Market",74,483,"Customer",NA
"234",393517,91,2014-08-04 17:28:00,"Steuart at Market",74,2014-08-04 17:29:00,"Steuart at Market",74,483,"Customer",NA
"235",393324,77,2014-08-04 16:21:00,"California Ave Caltrain Station",36,2014-08-04 16:22:00,"California Ave Caltrain Station",36,60,"Customer",94301
"236",392709,71,2014-08-04 08:51:00,"Grant Avenue at Columbus Avenue",73,2014-08-04 08:52:00,"Grant Avenue at Columbus Avenue",73,536,"Subscriber",94133
"237",392591,134,2014-08-04 08:19:00,"Powell at Post (Union Square)",71,2014-08-04 08:21:00,"Powell at Post (Union Square)",71,426,"Customer",11215
"238",391985,168,2014-08-03 14:13:00,"Civic Center BART (7th at Market)",72,2014-08-03 14:16:00,"Civic Center BART (7th at Market)",72,417,"Customer",NA
"239",391854,110,2014-08-03 11:21:00,"Market at 10th",67,2014-08-03 11:22:00,"Market at 10th",67,632,"Customer",82718
"240",391795,65,2014-08-03 09:47:00,"Powell at Post (Union Square)",71,2014-08-03 09:48:00,"Powell at Post (Union Square)",71,426,"Subscriber",94111
"241",391635,100,2014-08-02 18:22:00,"Townsend at 7th",65,2014-08-02 18:24:00,"Townsend at 7th",65,619,"Subscriber",94402
"242",391628,74,2014-08-02 18:13:00,"Market at 4th",76,2014-08-02 18:14:00,"Market at 4th",76,469,"Customer",97223
"243",391515,68,2014-08-02 16:02:00,"Redwood City Caltrain Station",22,2014-08-02 16:03:00,"Redwood City Caltrain Station",22,125,"Subscriber",94109
"244",391124,74,2014-08-01 22:06:00,"Howard at 2nd",63,2014-08-01 22:07:00,"Howard at 2nd",63,545,"Customer",NA
"245",390458,76,2014-08-01 15:14:00,"Market at 10th",67,2014-08-01 15:15:00,"Market at 10th",67,97,"Subscriber",95112
"246",390373,80,2014-08-01 13:56:00,"Powell at Post (Union Square)",71,2014-08-01 13:58:00,"Powell at Post (Union Square)",71,426,"Subscriber",94107
"247",390245,66,2014-08-01 12:14:00,"Harry Bridges Plaza (Ferry Building)",50,2014-08-01 12:15:00,"Harry Bridges Plaza (Ferry Building)",50,347,"Subscriber",94705
"248",389771,110,2014-08-01 08:08:00,"Harry Bridges Plaza (Ferry Building)",50,2014-08-01 08:10:00,"Harry Bridges Plaza (Ferry Building)",50,515,"Subscriber",94546
"249",389034,113,2014-07-31 17:03:00,"Embarcadero at Vallejo",48,2014-07-31 17:05:00,"Embarcadero at Vallejo",48,451,"Subscriber",94086
"250",388866,173,2014-07-31 16:01:00,"Santa Clara County Civic Center",80,2014-07-31 16:04:00,"Santa Clara County Civic Center",80,127,"Subscriber",95116
"251",388558,97,2014-07-31 11:49:00,"Powell Street BART",39,2014-07-31 11:51:00,"Powell Street BART",39,329,"Customer",NA
"252",387043,91,2014-07-30 16:10:00,"MLK Library",11,2014-07-30 16:11:00,"MLK Library",11,664,"Customer",95112
"253",386598,74,2014-07-30 10:18:00,"Embarcadero at Sansome",60,2014-07-30 10:19:00,"Embarcadero at Sansome",60,334,"Customer",10110
"254",385913,107,2014-07-29 22:25:00,"2nd at Townsend",61,2014-07-29 22:27:00,"2nd at Townsend",61,453,"Subscriber",94133
"255",385761,123,2014-07-29 19:52:00,"2nd at Folsom",62,2014-07-29 19:55:00,"2nd at Folsom",62,421,"Subscriber",94107
"256",385728,72,2014-07-29 19:25:00,"Embarcadero at Folsom",51,2014-07-29 19:26:00,"Embarcadero at Folsom",51,409,"Customer",95927
"257",385595,133,2014-07-29 18:31:00,"California Ave Caltrain Station",36,2014-07-29 18:33:00,"California Ave Caltrain Station",36,28,"Subscriber",94402
"258",384644,98,2014-07-29 09:28:00,"MLK Library",11,2014-07-29 09:30:00,"MLK Library",11,58,"Subscriber",95113
"259",384269,77,2014-07-29 07:50:00,"Civic Center BART (7th at Market)",72,2014-07-29 07:51:00,"Civic Center BART (7th at Market)",72,609,"Subscriber",94111
"260",383893,65,2014-07-28 19:26:00,"Embarcadero at Bryant",54,2014-07-28 19:27:00,"Embarcadero at Bryant",54,677,"Subscriber",94122
"261",383292,98,2014-07-28 16:16:00,"Howard at 2nd",63,2014-07-28 16:18:00,"Howard at 2nd",63,429,"Subscriber",94107
"262",383130,86,2014-07-28 13:46:00,"Harry Bridges Plaza (Ferry Building)",50,2014-07-28 13:48:00,"Harry Bridges Plaza (Ferry Building)",50,356,"Customer",94110
"263",383034,70,2014-07-28 12:28:00,"Market at Sansome",77,2014-07-28 12:29:00,"Market at Sansome",77,567,"Subscriber",94608
"264",382721,166,2014-07-28 09:15:00,"Civic Center BART (7th at Market)",72,2014-07-28 09:17:00,"Civic Center BART (7th at Market)",72,289,"Subscriber",94103
"265",382648,169,2014-07-28 08:56:00,"Howard at 2nd",63,2014-07-28 08:59:00,"Howard at 2nd",63,366,"Subscriber",94702
"266",382631,123,2014-07-28 08:52:00,"Civic Center BART (7th at Market)",72,2014-07-28 08:54:00,"Civic Center BART (7th at Market)",72,289,"Subscriber",94551
"267",382561,72,2014-07-28 08:36:00,"2nd at Townsend",61,2014-07-28 08:37:00,"2nd at Townsend",61,413,"Subscriber",94025
"268",382334,125,2014-07-28 07:15:00,"Civic Center BART (7th at Market)",72,2014-07-28 07:17:00,"Civic Center BART (7th at Market)",72,491,"Subscriber",94122
"269",382260,71,2014-07-28 04:31:00,"Civic Center BART (7th at Market)",72,2014-07-28 04:32:00,"Civic Center BART (7th at Market)",72,709,"Subscriber",94118
"270",382259,65,2014-07-28 04:30:00,"Civic Center BART (7th at Market)",72,2014-07-28 04:31:00,"Civic Center BART (7th at Market)",72,463,"Subscriber",94118
"271",382082,102,2014-07-27 16:54:00,"Howard at 2nd",63,2014-07-27 16:55:00,"Howard at 2nd",63,366,"Subscriber",2139
"272",381793,103,2014-07-27 10:50:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-07-27 10:52:00,"San Francisco Caltrain 2 (330 Townsend)",69,436,"Subscriber",94107
"273",381791,126,2014-07-27 10:50:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-07-27 10:52:00,"San Francisco Caltrain 2 (330 Townsend)",69,463,"Subscriber",94107
"274",381670,89,2014-07-27 05:17:00,"South Van Ness at Market",66,2014-07-27 05:18:00,"South Van Ness at Market",66,335,"Subscriber",94117
"275",381660,94,2014-07-27 02:52:00,"San Pedro Square",6,2014-07-27 02:53:00,"San Pedro Square",6,45,"Subscriber",95112
"276",381478,66,2014-07-26 18:02:00,"Harry Bridges Plaza (Ferry Building)",50,2014-07-26 18:03:00,"Harry Bridges Plaza (Ferry Building)",50,449,"Customer",60061
"277",381342,145,2014-07-26 15:47:00,"Mechanics Plaza (Market at Battery)",75,2014-07-26 15:49:00,"Mechanics Plaza (Market at Battery)",75,555,"Customer",95051
"278",381273,161,2014-07-26 14:28:00,"Powell at Post (Union Square)",71,2014-07-26 14:31:00,"Powell at Post (Union Square)",71,521,"Customer",10547
"279",380912,83,2014-07-25 21:28:00,"Castro Street and El Camino Real",32,2014-07-25 21:30:00,"Castro Street and El Camino Real",32,155,"Customer",NA
"280",380584,60,2014-07-25 17:30:00,"Castro Street and El Camino Real",32,2014-07-25 17:31:00,"Castro Street and El Camino Real",32,155,"Subscriber",94133
"281",380498,67,2014-07-25 17:00:00,"Grant Avenue at Columbus Avenue",73,2014-07-25 17:01:00,"Grant Avenue at Columbus Avenue",73,483,"Customer",NA
"282",380231,88,2014-07-25 14:19:00,"Market at Sansome",77,2014-07-25 14:21:00,"Market at Sansome",77,438,"Subscriber",94965
"283",380026,171,2014-07-25 11:51:00,"2nd at Townsend",61,2014-07-25 11:54:00,"2nd at Townsend",61,630,"Subscriber",94117
"284",379667,121,2014-07-25 08:47:00,"Washington at Kearny",46,2014-07-25 08:49:00,"Washington at Kearny",46,347,"Customer",63104
"285",379466,132,2014-07-25 07:46:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-07-25 07:49:00,"San Francisco Caltrain 2 (330 Townsend)",69,877,"Subscriber",94040
"286",378420,100,2014-07-24 13:31:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-07-24 13:33:00,"San Francisco Caltrain 2 (330 Townsend)",69,428,"Subscriber",94107
"287",377777,118,2014-07-24 08:12:00,"Mechanics Plaza (Market at Battery)",75,2014-07-24 08:14:00,"Mechanics Plaza (Market at Battery)",75,405,"Subscriber",94590
"288",376936,100,2014-07-23 17:21:00,"Davis at Jackson",42,2014-07-23 17:22:00,"Davis at Jackson",42,541,"Subscriber",94132
"289",376699,101,2014-07-23 15:59:00,"Grant Avenue at Columbus Avenue",73,2014-07-23 16:01:00,"Grant Avenue at Columbus Avenue",73,292,"Customer",75063
"290",376698,108,2014-07-23 15:59:00,"Grant Avenue at Columbus Avenue",73,2014-07-23 16:01:00,"Grant Avenue at Columbus Avenue",73,273,"Customer",75063
"291",376560,114,2014-07-23 13:54:00,"Broadway St at Battery St",82,2014-07-23 13:56:00,"Broadway St at Battery St",82,404,"Subscriber",94606
"292",376352,82,2014-07-23 11:35:00,"Paseo de San Antonio",7,2014-07-23 11:37:00,"Paseo de San Antonio",7,713,"Subscriber",95113
"293",376204,80,2014-07-23 10:13:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-07-23 10:15:00,"San Francisco Caltrain 2 (330 Townsend)",69,614,"Subscriber",94066
"294",372630,67,2014-07-21 14:10:00,"Clay at Battery",41,2014-07-21 14:11:00,"Clay at Battery",41,652,"Subscriber",94107
"295",372314,63,2014-07-21 09:21:00,"SJSU - San Salvador at 9th",16,2014-07-21 09:22:00,"SJSU - San Salvador at 9th",16,226,"Subscriber",95112
"296",371977,72,2014-07-21 07:44:00,"Market at 10th",67,2014-07-21 07:45:00,"Market at 10th",67,598,"Subscriber",94103
"297",371573,73,2014-07-20 14:22:00,"Civic Center BART (7th at Market)",72,2014-07-20 14:23:00,"Civic Center BART (7th at Market)",72,442,"Customer",89109
"298",371186,161,2014-07-19 17:29:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-07-19 17:31:00,"San Francisco Caltrain 2 (330 Townsend)",69,271,"Subscriber",94103
"299",371048,63,2014-07-19 14:45:00,"Embarcadero at Sansome",60,2014-07-19 14:46:00,"Embarcadero at Sansome",60,622,"Customer",3660
"300",370872,82,2014-07-19 11:40:00,"Embarcadero at Bryant",54,2014-07-19 11:41:00,"Embarcadero at Bryant",54,320,"Subscriber",94107
"301",370852,76,2014-07-19 11:29:00,"Embarcadero at Vallejo",48,2014-07-19 11:30:00,"Embarcadero at Vallejo",48,563,"Customer",95060
"302",370850,147,2014-07-19 11:27:00,"Embarcadero at Vallejo",48,2014-07-19 11:30:00,"Embarcadero at Vallejo",48,489,"Customer",95066
"303",370656,80,2014-07-18 22:23:00,"Steuart at Market",74,2014-07-18 22:24:00,"Steuart at Market",74,400,"Customer",NA
"304",370513,115,2014-07-18 18:57:00,"2nd at Townsend",61,2014-07-18 18:59:00,"2nd at Townsend",61,572,"Customer",94158
"305",369931,107,2014-07-18 14:13:00,"Temporary Transbay Terminal (Howard at Beale)",55,2014-07-18 14:15:00,"Temporary Transbay Terminal (Howard at Beale)",55,348,"Subscriber",94105
"306",369909,69,2014-07-18 13:56:00,"Spear at Folsom",49,2014-07-18 13:57:00,"Spear at Folsom",49,475,"Subscriber",94111
"307",369545,144,2014-07-18 09:22:00,"2nd at Townsend",61,2014-07-18 09:24:00,"2nd at Townsend",61,483,"Subscriber",94107
"308",369264,142,2014-07-18 07:59:00,"Steuart at Market",74,2014-07-18 08:01:00,"Steuart at Market",74,535,"Subscriber",94941
"309",369128,73,2014-07-17 23:00:00,"Grant Avenue at Columbus Avenue",73,2014-07-17 23:01:00,"Grant Avenue at Columbus Avenue",73,496,"Subscriber",94102
"310",369120,145,2014-07-17 22:17:00,"Commercial at Montgomery",45,2014-07-17 22:19:00,"Commercial at Montgomery",45,370,"Subscriber",94107
"311",369068,167,2014-07-17 20:42:00,"Castro Street and El Camino Real",32,2014-07-17 20:45:00,"Castro Street and El Camino Real",32,16,"Subscriber",94041
"312",368785,164,2014-07-17 17:40:00,"Harry Bridges Plaza (Ferry Building)",50,2014-07-17 17:42:00,"Harry Bridges Plaza (Ferry Building)",50,677,"Subscriber",94703
"313",368498,64,2014-07-17 16:13:00,"2nd at Townsend",61,2014-07-17 16:14:00,"2nd at Townsend",61,325,"Subscriber",94611
"314",368161,160,2014-07-17 12:13:00,"Civic Center BART (7th at Market)",72,2014-07-17 12:16:00,"Civic Center BART (7th at Market)",72,335,"Customer",NA
"315",366075,97,2014-07-16 09:43:00,"Harry Bridges Plaza (Ferry Building)",50,2014-07-16 09:44:00,"Harry Bridges Plaza (Ferry Building)",50,430,"Subscriber",94103
"316",365458,72,2014-07-15 20:38:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,2014-07-15 20:39:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,625,"Subscriber",94941
"317",363454,65,2014-07-14 18:52:00,"Temporary Transbay Terminal (Howard at Beale)",55,2014-07-14 18:53:00,"Temporary Transbay Terminal (Howard at Beale)",55,449,"Subscriber",94608
"318",362788,60,2014-07-14 14:09:00,"Powell Street BART",39,2014-07-14 14:10:00,"Powell Street BART",39,372,"Subscriber",94102
"319",362685,68,2014-07-14 12:06:00,"Embarcadero at Sansome",60,2014-07-14 12:07:00,"Embarcadero at Sansome",60,391,"Subscriber",94109
"320",362449,85,2014-07-14 09:28:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-07-14 09:29:00,"San Francisco Caltrain (Townsend at 4th)",70,222,"Subscriber",94040
"321",362273,122,2014-07-14 08:43:00,"Market at 10th",67,2014-07-14 08:45:00,"Market at 10th",67,322,"Subscriber",94102
"322",361865,124,2014-07-13 19:23:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-07-13 19:25:00,"San Francisco Caltrain (Townsend at 4th)",70,504,"Subscriber",94133
"323",361584,152,2014-07-13 15:05:00,"South Van Ness at Market",66,2014-07-13 15:08:00,"South Van Ness at Market",66,575,"Customer",85016
"324",361379,168,2014-07-13 09:58:00,"Palo Alto Caltrain Station",34,2014-07-13 10:01:00,"Palo Alto Caltrain Station",34,217,"Subscriber",94117
"325",360744,73,2014-07-12 08:18:00,"Harry Bridges Plaza (Ferry Building)",50,2014-07-12 08:20:00,"Harry Bridges Plaza (Ferry Building)",50,602,"Subscriber",94546
"326",360471,68,2014-07-11 18:15:00,"Townsend at 7th",65,2014-07-11 18:16:00,"Townsend at 7th",65,490,"Subscriber",94105
"327",360102,75,2014-07-11 16:10:00,"Spear at Folsom",49,2014-07-11 16:11:00,"Spear at Folsom",49,283,"Subscriber",94028
"328",360073,140,2014-07-11 15:57:00,"Embarcadero at Sansome",60,2014-07-11 15:59:00,"Embarcadero at Sansome",60,447,"Subscriber",94109
"329",358911,82,2014-07-10 18:06:00,"Redwood City Public Library",24,2014-07-10 18:07:00,"Redwood City Public Library",24,641,"Subscriber",94041
"330",358605,61,2014-07-10 16:34:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-07-10 16:35:00,"San Francisco Caltrain (Townsend at 4th)",70,622,"Subscriber",94706
"331",358195,115,2014-07-10 11:27:00,"Mechanics Plaza (Market at Battery)",75,2014-07-10 11:29:00,"Mechanics Plaza (Market at Battery)",75,370,"Subscriber",94804
"332",357966,118,2014-07-10 09:17:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-07-10 09:19:00,"San Francisco Caltrain (Townsend at 4th)",70,342,"Subscriber",94158
"333",355819,115,2014-07-09 07:52:00,"SJSU 4th at San Carlos",12,2014-07-09 07:54:00,"SJSU 4th at San Carlos",12,132,"Subscriber",95112
"334",355410,115,2014-07-08 18:35:00,"Mechanics Plaza (Market at Battery)",75,2014-07-08 18:37:00,"Mechanics Plaza (Market at Battery)",75,418,"Customer",94134
"335",354472,124,2014-07-08 09:21:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-07-08 09:23:00,"San Francisco Caltrain (Townsend at 4th)",70,417,"Subscriber",94122
"336",354444,97,2014-07-08 09:16:00,"Davis at Jackson",42,2014-07-08 09:17:00,"Davis at Jackson",42,468,"Subscriber",94111
"337",354287,73,2014-07-08 08:39:00,"Grant Avenue at Columbus Avenue",73,2014-07-08 08:41:00,"Grant Avenue at Columbus Avenue",73,402,"Subscriber",94133
"338",353955,95,2014-07-07 22:32:00,"Market at 4th",76,2014-07-07 22:34:00,"Market at 4th",76,326,"Subscriber",94301
"339",353765,62,2014-07-07 18:59:00,"Townsend at 7th",65,2014-07-07 19:00:00,"Townsend at 7th",65,287,"Subscriber",94122
"340",353684,98,2014-07-07 18:20:00,"Market at 10th",67,2014-07-07 18:22:00,"Market at 10th",67,548,"Subscriber",94108
"341",353374,67,2014-07-07 16:58:00,"Mechanics Plaza (Market at Battery)",75,2014-07-07 16:59:00,"Mechanics Plaza (Market at Battery)",75,368,"Subscriber",94121
"342",352973,84,2014-07-07 11:05:00,"Civic Center BART (7th at Market)",72,2014-07-07 11:06:00,"Civic Center BART (7th at Market)",72,349,"Subscriber",94107
"343",352936,104,2014-07-07 10:26:00,"2nd at Townsend",61,2014-07-07 10:28:00,"2nd at Townsend",61,581,"Subscriber",94107
"344",352741,62,2014-07-07 08:55:00,"Temporary Transbay Terminal (Howard at Beale)",55,2014-07-07 08:56:00,"Temporary Transbay Terminal (Howard at Beale)",55,597,"Subscriber",94618
"345",352572,104,2014-07-07 08:16:00,"Paseo de San Antonio",7,2014-07-07 08:17:00,"Paseo de San Antonio",7,142,"Subscriber",95113
"346",352169,169,2014-07-06 16:58:00,"Harry Bridges Plaza (Ferry Building)",50,2014-07-06 17:01:00,"Harry Bridges Plaza (Ferry Building)",50,490,"Customer",95660
"347",352099,68,2014-07-06 15:25:00,"Mechanics Plaza (Market at Battery)",75,2014-07-06 15:26:00,"Mechanics Plaza (Market at Battery)",75,546,"Customer",NA
"348",352094,137,2014-07-06 15:18:00,"Redwood City Caltrain Station",22,2014-07-06 15:20:00,"Redwood City Caltrain Station",22,38,"Subscriber",94609
"349",352036,104,2014-07-06 14:34:00,"Beale at Market",56,2014-07-06 14:36:00,"Beale at Market",56,372,"Customer",NA
"350",351951,115,2014-07-06 12:12:00,"University and Emerson",35,2014-07-06 12:14:00,"University and Emerson",35,9,"Customer",NA
"351",351711,119,2014-07-05 18:48:00,"Washington at Kearny",46,2014-07-05 18:50:00,"Washington at Kearny",46,406,"Customer",94158
"352",351551,130,2014-07-05 15:54:00,"2nd at Townsend",61,2014-07-05 15:57:00,"2nd at Townsend",61,317,"Customer",94103
"353",351540,171,2014-07-05 15:39:00,"Harry Bridges Plaza (Ferry Building)",50,2014-07-05 15:42:00,"Harry Bridges Plaza (Ferry Building)",50,276,"Subscriber",94618
"354",351174,128,2014-07-04 22:13:00,"Commercial at Montgomery",45,2014-07-04 22:15:00,"Commercial at Montgomery",45,687,"Subscriber",94132
"355",350760,64,2014-07-04 11:19:00,"Embarcadero at Sansome",60,2014-07-04 11:20:00,"Embarcadero at Sansome",60,592,"Customer",NA
"356",350599,133,2014-07-03 21:54:00,"SJSU 4th at San Carlos",12,2014-07-03 21:56:00,"SJSU 4th at San Carlos",12,708,"Subscriber",94086
"357",350523,158,2014-07-03 19:31:00,"Embarcadero at Bryant",54,2014-07-03 19:34:00,"Embarcadero at Bryant",54,559,"Customer",92506
"358",350302,139,2014-07-03 17:04:00,"San Francisco City Hall",58,2014-07-03 17:06:00,"San Francisco City Hall",58,310,"Customer",93230
"359",348975,162,2014-07-02 18:21:00,"Townsend at 7th",65,2014-07-02 18:23:00,"Townsend at 7th",65,289,"Subscriber",94121
"360",348468,95,2014-07-02 13:56:00,"San Mateo County Center",23,2014-07-02 13:58:00,"San Mateo County Center",23,108,"Customer",94025
"361",347798,61,2014-07-02 08:03:00,"2nd at Townsend",61,2014-07-02 08:04:00,"2nd at Townsend",61,270,"Subscriber",94107
"362",344472,114,2014-06-30 08:03:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-06-30 08:05:00,"San Francisco Caltrain 2 (330 Townsend)",69,274,"Subscriber",94402
"363",344450,81,2014-06-30 07:59:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-06-30 08:00:00,"San Francisco Caltrain 2 (330 Townsend)",69,274,"Subscriber",94070
